id_absence,teacher_code,date_absence,motif,justifiee,duree_heures,remplace
25661,TEACH-04837,2025-06-26,,False,23,True
25662,TEACH-01272,2025-01-05,,False,21,False
25663,TEACH-01287,2024-11-23,Maladie,True,17,False
25664,TEACH-00160,2024-09-27,Congé,True,11,False
25665,TEACH-04052,2025-12-03,Mission,False,11,False
25666,TEACH-03583,2025-04-16,Maladie,True,4,True
25667,TEACH-01035,2024-11-08,Maladie,True,8,True
25668,TEACH-00097,2026-06-09,,True,6,True
25669,TEACH-01350,2026-06-09,Mission,False,9,True
25670,TEACH-00531,2026-02-15,Personnel,True,14,True
25671,TEACH-04053,2025-02-05,Congé,True,8,True
25672,TEACH-02166,2024-12-04,Congé,False,1,False
25673,TEACH-02952,2025-07-31,Congé,True,9,True
25674,TEACH-02019,2026-06-01,Maladie,True,14,False
25675,TEACH-04744,2025-08-31,Personnel,True,12,True
25676,TEACH-02999,2025-02-02,Maladie,True,17,False
25677,TEACH-01243,2024-10-02,Congé,True,3,False
25678,TEACH-02793,2024-10-08,Mission,False,1,True
25679,TEACH-01048,2025-12-02,Congé,False,24,False
25680,TEACH-00489,2024-10-30,,True,7,False
25681,TEACH-03207,2025-05-02,Personnel,False,9,True
25682,TEACH-04144,2024-11-22,Congé,True,13,True
25683,TEACH-00737,2026-02-05,Congé,True,14,True
25684,TEACH-00864,2025-03-25,Congé,True,2,True
25685,TEACH-00500,2026-03-21,Mission,False,1,True
25686,TEACH-01166,2025-05-25,Congé,True,23,False
25687,TEACH-01115,2025-02-24,Congé,True,4,False
25688,TEACH-01556,2026-02-03,Mission,True,7,True
25689,TEACH-03315,2024-12-02,Personnel,False,23,False
25690,TEACH-04826,2026-06-17,Personnel,False,12,True
25691,TEACH-04214,2024-11-05,Mission,False,4,True
25692,TEACH-03135,2026-07-18,,True,24,False
25693,TEACH-00930,2025-10-18,Personnel,True,6,True
25694,TEACH-03014,2025-10-30,Mission,True,12,True
25695,TEACH-04734,2025-08-30,Congé,True,8,False
25696,TEACH-01241,2025-12-31,Mission,True,19,False
25697,TEACH-03049,2025-04-16,Mission,False,1,False
25698,TEACH-02964,2025-04-30,Personnel,True,10,False
25699,TEACH-03917,2024-11-06,Maladie,True,7,True
25700,TEACH-03075,2025-02-16,Personnel,True,1,True
25701,TEACH-00604,2026-01-13,Personnel,False,12,False
25702,TEACH-02097,2026-05-06,Congé,False,10,True
25703,TEACH-01936,2026-05-17,,False,18,True
25704,TEACH-04457,2026-06-13,Congé,False,12,False
25705,TEACH-03173,2025-10-18,Congé,False,21,True
25706,TEACH-03986,2026-02-19,Congé,True,8,True
25707,TEACH-02453,2025-01-24,Congé,False,5,True
25708,TEACH-00354,2026-05-29,Personnel,True,7,True
25709,TEACH-04159,2026-03-25,Personnel,True,22,True
25710,TEACH-01067,2025-11-23,Personnel,True,21,True
25711,TEACH-03113,2025-07-11,Personnel,False,5,False
25712,TEACH-01714,2025-11-20,Congé,False,14,True
25713,TEACH-02450,2024-10-06,Personnel,True,5,True
25714,TEACH-03135,2024-09-11,,True,22,False
25715,TEACH-04974,2024-11-16,Maladie,True,19,True
25716,TEACH-01437,2026-04-11,Congé,True,16,False
25717,TEACH-01028,2025-07-26,Personnel,True,6,False
25718,TEACH-02917,2025-07-13,,True,3,False
25719,TEACH-04939,2025-07-23,Personnel,True,2,False
25720,TEACH-01765,2024-11-09,,True,1,True
25721,TEACH-03024,2025-09-11,Mission,True,10,False
25722,TEACH-01940,2025-01-27,Maladie,False,13,True
25723,TEACH-04057,2026-04-16,Mission,False,4,True
25724,TEACH-03395,2025-05-25,Congé,True,16,False
25725,TEACH-01950,2025-08-31,Mission,False,9,False
25726,TEACH-01574,2024-10-25,,False,15,False
25727,TEACH-01124,2025-11-20,,False,8,True
25728,TEACH-03959,2024-11-29,Maladie,False,13,False
25729,TEACH-04381,2025-06-02,Maladie,True,14,False
25730,TEACH-04379,2025-07-11,Congé,False,3,True
25731,TEACH-01604,2026-07-17,Congé,True,13,False
25732,TEACH-03138,2026-01-05,,True,22,False
25733,TEACH-03991,2026-02-06,Congé,False,7,False
25734,TEACH-02372,2025-04-17,Mission,False,13,False
25735,TEACH-02197,2024-10-09,Congé,True,23,False
25736,TEACH-03886,2026-06-19,Maladie,False,14,False
25737,TEACH-01056,2026-04-28,Congé,False,18,True
25738,TEACH-00716,2026-04-01,Maladie,False,22,True
25739,TEACH-00197,2025-04-17,Personnel,True,17,False
25740,TEACH-01575,2025-11-29,Personnel,False,10,False
25741,TEACH-03183,2026-07-27,Maladie,False,1,True
25742,TEACH-02094,2025-06-21,Mission,False,2,False
25743,TEACH-00318,2025-06-02,Maladie,False,7,False
25744,TEACH-02976,2026-02-19,Congé,True,9,False
25745,TEACH-02561,2026-06-29,Mission,False,11,True
25746,TEACH-00411,2025-03-10,Maladie,True,7,False
25747,TEACH-03627,2025-04-23,Maladie,False,1,True
25748,TEACH-00326,2024-09-28,,True,23,True
25749,TEACH-00025,2025-01-05,Personnel,True,15,True
25750,TEACH-01184,2026-03-16,Maladie,True,9,False
25751,TEACH-00615,2025-06-13,Personnel,False,1,False
25752,TEACH-04142,2025-01-12,Maladie,True,17,True
25753,TEACH-02500,2025-04-06,Congé,False,2,False
25754,TEACH-00824,2026-07-22,Maladie,True,3,False
25755,TEACH-02891,2025-12-25,Maladie,False,23,True
25756,TEACH-04046,2026-02-13,Mission,True,8,False
25757,TEACH-03659,2025-09-29,Maladie,True,5,False
25758,TEACH-04011,2026-07-16,Personnel,True,24,False
25759,TEACH-03899,2025-04-23,Personnel,True,23,False
25760,TEACH-00666,2024-11-28,Mission,False,11,False
25761,TEACH-03371,2024-10-08,Congé,True,9,False
25762,TEACH-04519,2025-03-13,,False,8,False
25763,TEACH-01323,2025-01-02,,True,20,False
25764,TEACH-02522,2024-11-29,Maladie,False,6,True
25765,TEACH-03354,2024-09-10,Mission,True,7,True
25766,TEACH-03950,2025-12-19,Personnel,False,17,False
25767,TEACH-02157,2026-06-15,Mission,False,8,False
25768,TEACH-02669,2025-10-01,,True,6,True
25769,TEACH-04343,2025-08-06,Personnel,False,13,False
25770,TEACH-04763,2026-02-04,,True,5,True
25771,TEACH-01329,2025-07-30,Personnel,False,23,True
25772,TEACH-00863,2025-01-17,Personnel,False,16,True
25773,TEACH-00713,2026-07-23,Mission,False,22,False
25774,TEACH-02012,2026-07-26,,False,22,True
25775,TEACH-03844,2025-12-30,Mission,False,20,False
25776,TEACH-00352,2026-01-20,Congé,False,14,False
25777,TEACH-02368,2024-10-23,,True,18,False
25778,TEACH-01655,2025-04-01,Maladie,True,20,False
25779,TEACH-01739,2024-09-05,Personnel,True,8,False
25780,TEACH-00483,2026-05-25,Congé,True,3,True
25781,TEACH-00319,2024-08-27,Mission,True,19,False
25782,TEACH-03611,2025-07-12,Maladie,False,19,False
25783,TEACH-00265,2024-08-08,Maladie,False,10,False
25784,TEACH-02120,2024-08-30,Maladie,False,5,False
25785,TEACH-04401,2026-02-11,Mission,False,9,True
25786,TEACH-01830,2026-03-05,,True,19,True
25787,TEACH-04766,2025-03-14,Congé,False,17,True
25788,TEACH-01800,2025-08-27,Mission,True,3,False
25789,TEACH-03219,2025-07-27,Congé,True,16,True
25790,TEACH-04884,2024-08-03,Congé,True,22,False
25791,TEACH-00560,2025-04-25,Maladie,False,4,False
25792,TEACH-02174,2024-12-16,Maladie,True,20,True
25793,TEACH-04450,2025-05-21,,False,2,False
25794,TEACH-04780,2024-11-24,Personnel,False,3,True
25795,TEACH-03090,2024-09-23,Personnel,False,11,False
25796,TEACH-02662,2026-01-26,,False,23,False
25797,TEACH-04314,2025-06-26,Mission,True,8,True
25798,TEACH-03169,2025-07-08,Mission,False,7,True
25799,TEACH-01474,2025-03-24,Congé,True,12,False
25800,TEACH-00227,2026-04-16,Maladie,True,6,True
25801,TEACH-02613,2025-08-08,Personnel,False,11,False
25802,TEACH-04924,2024-12-13,Personnel,False,13,True
25803,TEACH-02055,2024-12-02,Congé,False,11,True
25804,TEACH-01685,2025-03-12,Congé,True,12,False
25805,TEACH-01964,2025-03-30,Mission,False,9,True
25806,TEACH-04529,2025-03-30,Mission,False,4,False
25807,TEACH-03112,2025-08-20,Congé,True,16,True
25808,TEACH-03985,2025-09-02,Congé,True,2,False
25809,TEACH-04274,2026-07-09,Maladie,False,24,False
25810,TEACH-03783,2025-06-08,Personnel,False,16,True
25811,TEACH-02892,2024-12-31,,True,24,True
25812,TEACH-04185,2025-12-08,Maladie,True,12,True
25813,TEACH-02738,2026-06-19,Congé,True,1,False
25814,TEACH-00045,2025-05-15,Mission,True,20,True
25815,TEACH-02094,2025-05-08,Congé,False,10,False
25816,TEACH-04384,2025-04-05,,False,5,False
25817,TEACH-00486,2024-12-05,Congé,True,17,False
25818,TEACH-03214,2025-09-17,Maladie,True,8,False
25819,TEACH-00621,2025-10-21,Mission,True,8,False
25820,TEACH-04267,2026-02-12,,True,7,False
25821,TEACH-01928,2024-08-04,Maladie,False,23,False
25822,TEACH-00766,2025-09-19,Mission,True,5,True
25823,TEACH-00413,2025-01-09,Maladie,True,19,True
25824,TEACH-04454,2025-02-28,Mission,False,14,True
25825,TEACH-02699,2024-12-11,Maladie,False,18,False
25826,TEACH-04758,2026-07-29,Maladie,False,12,True
25827,TEACH-02663,2026-03-27,Maladie,True,7,False
25828,TEACH-00161,2025-07-13,Mission,True,6,True
25829,TEACH-00994,2024-08-01,Mission,False,10,True
25830,TEACH-02350,2025-12-04,,False,20,False
25831,TEACH-00453,2026-05-06,Congé,True,22,False
25832,TEACH-01768,2025-11-23,Congé,False,3,False
25833,TEACH-04436,2026-02-08,Personnel,True,4,False
25834,TEACH-02471,2026-02-01,Congé,False,20,True
25835,TEACH-00423,2025-09-04,,False,12,False
25836,TEACH-03402,2026-07-13,Maladie,False,16,False
25837,TEACH-02960,2026-05-05,Mission,False,14,False
25838,TEACH-03921,2025-07-26,Mission,False,4,False
25839,TEACH-03437,2025-06-17,Maladie,False,13,False
25840,TEACH-01907,2025-04-15,Mission,False,16,True
25841,TEACH-04438,2024-10-12,,False,20,False
25842,TEACH-00245,2025-05-15,Congé,True,1,True
25843,TEACH-02489,2024-09-25,,False,10,True
25844,TEACH-02941,2024-10-20,,True,4,True
25845,TEACH-03357,2025-07-13,,False,3,True
25846,TEACH-01546,2024-12-28,Congé,False,11,False
25847,TEACH-04218,2025-09-09,Mission,False,1,True
25848,TEACH-03926,2024-09-28,,True,17,True
25849,TEACH-02987,2026-04-26,Mission,True,18,True
25850,TEACH-00541,2024-09-23,,False,4,False
25851,TEACH-00581,2025-09-04,Personnel,False,14,False
25852,TEACH-01758,2025-01-03,Personnel,True,24,False
25853,TEACH-01777,2026-05-16,Congé,True,17,False
25854,TEACH-01840,2026-02-04,,False,1,True
25855,TEACH-01635,2025-04-16,Maladie,False,7,True
25856,TEACH-00143,2024-08-05,Personnel,False,3,False
25857,TEACH-03285,2025-05-10,Personnel,True,6,True
25858,TEACH-01723,2024-10-15,Maladie,False,17,True
25859,TEACH-04137,2025-02-18,,False,8,False
25860,TEACH-01242,2025-11-29,Personnel,False,6,True
25861,TEACH-02976,2025-04-23,Maladie,True,12,False
25862,TEACH-04812,2025-08-02,Mission,True,2,False
25863,TEACH-02290,2024-11-05,Maladie,False,18,True
25864,TEACH-00410,2024-12-12,Personnel,True,24,False
25865,TEACH-04510,2026-02-15,Maladie,True,3,False
25866,TEACH-02987,2024-11-12,,True,5,True
25867,TEACH-01981,2026-03-21,Congé,True,1,True
25868,TEACH-03933,2025-01-13,Mission,True,17,False
25869,TEACH-03895,2025-08-11,,True,23,False
25870,TEACH-03261,2025-06-22,Congé,False,13,False
25871,TEACH-03706,2024-08-29,Personnel,True,24,False
25872,TEACH-01352,2025-12-25,Personnel,True,16,True
25873,TEACH-03117,2025-08-09,,True,2,False
25874,TEACH-00998,2024-09-23,Congé,False,19,True
25875,TEACH-02980,2025-06-26,Maladie,True,8,True
25876,TEACH-03004,2024-09-07,,False,21,False
25877,TEACH-02120,2024-08-23,Personnel,True,9,True
25878,TEACH-00448,2024-12-24,Congé,True,23,False
25879,TEACH-01368,2026-03-12,,False,4,True
25880,TEACH-04060,2025-02-26,Personnel,False,17,True
25881,TEACH-04365,2025-07-24,Maladie,True,1,False
25882,TEACH-03569,2025-12-18,Maladie,True,20,True
25883,TEACH-04258,2025-01-28,Personnel,False,10,False
25884,TEACH-02356,2026-05-05,,False,17,True
25885,TEACH-04563,2024-11-12,Personnel,False,18,True
25886,TEACH-03516,2025-07-02,Mission,False,19,False
25887,TEACH-03377,2025-11-02,Personnel,True,24,False
25888,TEACH-00451,2025-02-28,Mission,False,4,False
25889,TEACH-03043,2025-08-17,Personnel,True,19,False
25890,TEACH-01161,2025-01-07,Personnel,True,16,True
25891,TEACH-04856,2026-07-23,,True,22,False
25892,TEACH-03019,2026-04-19,Maladie,False,20,True
25893,TEACH-01592,2024-11-12,Mission,False,12,False
25894,TEACH-01073,2025-10-06,Congé,True,15,False
25895,TEACH-01638,2025-07-19,Mission,True,3,False
25896,TEACH-02125,2025-12-25,,True,8,False
25897,TEACH-02216,2025-02-12,Mission,True,21,True
25898,TEACH-03596,2026-02-27,Personnel,False,1,True
25899,TEACH-00230,2026-05-05,Maladie,False,3,True
25900,TEACH-04360,2026-06-19,Mission,False,12,False
25901,TEACH-04954,2026-03-06,Maladie,True,24,False
25902,TEACH-02204,2025-08-18,Maladie,True,6,True
25903,TEACH-00388,2025-11-27,Congé,True,17,False
25904,TEACH-02205,2025-08-05,Mission,False,5,True
25905,TEACH-02102,2025-04-05,,True,17,False
25906,TEACH-03775,2026-01-21,Congé,False,16,True
25907,TEACH-04368,2026-06-18,Maladie,True,11,True
25908,TEACH-03640,2025-05-04,,True,11,True
25909,TEACH-04158,2025-08-03,Maladie,True,23,False
25910,TEACH-03160,2025-11-28,Congé,True,18,True
25911,TEACH-02722,2026-01-18,Maladie,False,16,False
25912,TEACH-04174,2025-03-03,,True,23,False
25913,TEACH-04714,2025-04-04,Congé,False,4,False
25914,TEACH-01184,2026-02-01,Personnel,False,19,False
25915,TEACH-00056,2026-06-22,Maladie,False,20,False
25916,TEACH-01982,2026-03-29,Maladie,True,8,True
25917,TEACH-02876,2026-04-29,,False,14,False
25918,TEACH-04781,2025-06-22,,False,22,False
25919,TEACH-01843,2026-07-02,Mission,False,13,True
25920,TEACH-02807,2026-05-30,Congé,True,13,True
25921,TEACH-00252,2026-01-27,Personnel,True,21,True
25922,TEACH-00981,2024-12-11,,True,6,True
25923,TEACH-04569,2025-03-21,Personnel,True,12,False
25924,TEACH-02015,2026-06-10,Personnel,False,23,True
25925,TEACH-01130,2025-04-22,Maladie,False,9,True
25926,TEACH-02943,2026-05-09,Maladie,True,21,False
25927,TEACH-03495,2024-09-26,Congé,False,22,False
25928,TEACH-01117,2025-06-21,Mission,True,6,True
25929,TEACH-02090,2024-08-27,,True,5,True
25930,TEACH-00073,2024-09-04,Congé,True,1,True
25931,TEACH-01891,2025-05-15,Maladie,False,22,False
25932,TEACH-00570,2025-05-31,Personnel,True,18,True
25933,TEACH-00950,2025-07-01,,True,6,True
25934,TEACH-02341,2026-07-13,,False,11,False
25935,TEACH-00731,2025-03-07,Personnel,False,24,False
25936,TEACH-03215,2024-08-10,Personnel,False,21,True
25937,TEACH-04245,2024-12-29,Personnel,False,6,False
25938,TEACH-02318,2026-02-27,,False,21,True
25939,TEACH-03121,2025-08-01,Mission,False,9,False
25940,TEACH-02751,2025-03-16,,True,4,True
25941,TEACH-04168,2025-05-15,Mission,True,10,True
25942,TEACH-03753,2025-03-06,Personnel,True,21,True
25943,TEACH-04283,2025-10-28,Personnel,False,20,False
25944,TEACH-00257,2024-12-05,Maladie,False,14,False
25945,TEACH-04210,2024-08-02,Congé,True,18,False
25946,TEACH-04955,2024-11-30,Congé,True,8,True
25947,TEACH-03364,2024-12-12,Maladie,False,24,False
25948,TEACH-03163,2025-03-16,Mission,True,23,False
25949,TEACH-01250,2026-02-01,Mission,True,24,True
25950,TEACH-02393,2025-10-14,Congé,True,9,False
25951,TEACH-04345,2025-09-29,Mission,False,3,True
25952,TEACH-03131,2024-09-18,,True,2,False
25953,TEACH-01223,2024-08-26,Mission,False,15,False
25954,TEACH-04438,2026-01-09,Personnel,True,18,False
25955,TEACH-01263,2025-07-16,Personnel,True,4,False
25956,TEACH-00784,2025-05-21,Personnel,False,2,False
25957,TEACH-01325,2025-09-29,Congé,False,17,False
25958,TEACH-03305,2025-08-29,Mission,False,4,False
25959,TEACH-01110,2024-11-08,Congé,True,21,True
25960,TEACH-03012,2026-03-12,,False,14,False
25961,TEACH-00109,2025-07-12,Personnel,True,17,False
25962,TEACH-02931,2025-10-17,Mission,True,19,False
25963,TEACH-02956,2024-08-04,Personnel,True,3,False
25964,TEACH-02142,2025-01-04,Congé,False,9,False
25965,TEACH-04773,2025-02-04,Congé,False,24,True
25966,TEACH-03526,2024-09-08,Congé,False,13,False
25967,TEACH-00786,2025-12-07,Congé,False,21,False
25968,TEACH-01313,2025-07-31,Mission,False,16,False
25969,TEACH-02678,2024-09-30,Congé,False,12,True
25970,TEACH-01247,2025-01-15,,True,1,True
25971,TEACH-01921,2025-08-01,,False,17,True
25972,TEACH-02315,2024-12-05,Congé,True,4,True
25973,TEACH-01713,2025-01-22,Congé,False,24,True
25974,TEACH-03355,2025-11-06,,True,19,False
25975,TEACH-00662,2025-01-02,Personnel,False,15,False
25976,TEACH-04745,2026-04-08,,False,21,False
25977,TEACH-01801,2024-11-18,Maladie,True,13,False
25978,TEACH-03237,2026-03-21,Mission,False,18,True
25979,TEACH-04293,2026-01-20,Congé,False,1,True
25980,TEACH-02133,2025-10-29,Mission,False,15,False
25981,TEACH-04702,2024-08-31,Maladie,False,4,True
25982,TEACH-02088,2024-08-17,Congé,False,21,True
25983,TEACH-02923,2025-03-24,Maladie,True,2,True
25984,TEACH-02613,2026-04-07,,True,14,False
25985,TEACH-04983,2025-05-24,,False,21,False
25986,TEACH-04522,2025-04-21,,True,20,True
25987,TEACH-02438,2026-07-03,Maladie,False,19,True
25988,TEACH-03924,2025-01-27,Congé,False,9,False
25989,TEACH-04998,2025-12-21,Personnel,False,18,False
25990,TEACH-02357,2025-08-14,Congé,False,4,True
25991,TEACH-04401,2025-03-17,,True,10,False
25992,TEACH-00006,2025-09-04,Maladie,True,18,False
25993,TEACH-03021,2025-06-21,Mission,False,18,True
25994,TEACH-02314,2025-06-30,Congé,True,22,True
25995,TEACH-02118,2026-01-18,,True,12,False
25996,TEACH-03971,2024-10-01,Personnel,False,22,False
25997,TEACH-02462,2025-08-23,,True,14,True
25998,TEACH-02764,2025-01-03,,True,19,True
25999,TEACH-01360,2026-06-19,,False,6,False
26000,TEACH-04783,2026-07-30,Mission,False,7,False
26001,TEACH-00408,2025-01-02,Congé,True,8,False
26002,TEACH-02091,2024-10-19,,True,20,True
26003,TEACH-02284,2025-09-30,,False,8,False
26004,TEACH-01442,2025-08-29,Personnel,True,19,False
26005,TEACH-01669,2025-09-23,,True,7,True
26006,TEACH-04031,2025-11-21,Maladie,True,12,False
26007,TEACH-02012,2024-11-17,Congé,False,12,False
26008,TEACH-01151,2025-02-16,Congé,False,14,False
26009,TEACH-00443,2025-06-04,,True,22,True
26010,TEACH-01227,2024-10-21,Congé,True,3,True
26011,TEACH-01566,2025-02-01,Maladie,True,17,False
26012,TEACH-04269,2024-10-22,Mission,True,22,False
26013,TEACH-04892,2025-01-28,Mission,False,16,True
26014,TEACH-00846,2024-12-12,Maladie,True,10,True
26015,TEACH-04167,2024-10-07,Mission,False,14,False
26016,TEACH-04339,2025-06-01,Maladie,True,2,False
26017,TEACH-01229,2024-08-13,Congé,False,16,True
26018,TEACH-03124,2025-10-18,Personnel,True,12,False
26019,TEACH-01423,2025-11-10,Maladie,True,20,True
26020,TEACH-02405,2025-08-08,Maladie,True,11,False
26021,TEACH-04754,2025-09-14,,True,15,False
26022,TEACH-04376,2025-04-29,Personnel,False,23,False
26023,TEACH-04803,2024-11-24,Maladie,False,14,False
26024,TEACH-02631,2025-06-27,Maladie,True,16,False
26025,TEACH-01843,2025-04-20,Mission,True,23,True
26026,TEACH-02293,2024-08-09,Mission,True,24,True
26027,TEACH-01474,2025-07-08,Congé,False,6,True
26028,TEACH-04505,2026-06-09,Maladie,False,16,True
26029,TEACH-02435,2025-10-14,Maladie,False,6,False
26030,TEACH-03222,2025-12-14,,False,1,False
26031,TEACH-04320,2026-01-28,Mission,False,9,True
26032,TEACH-02777,2025-10-15,,True,17,False
26033,TEACH-03456,2024-08-08,,True,1,False
26034,TEACH-04639,2024-09-30,,True,22,False
26035,TEACH-04168,2025-02-26,,True,16,False
26036,TEACH-02820,2025-03-28,Mission,False,2,False
26037,TEACH-02233,2024-08-01,Personnel,True,9,False
26038,TEACH-02437,2025-06-09,,False,5,True
26039,TEACH-03705,2024-09-23,Mission,False,18,True
26040,TEACH-03197,2025-01-31,Maladie,False,22,False
26041,TEACH-02882,2025-10-06,Mission,True,5,True
26042,TEACH-02220,2025-12-24,Maladie,False,9,False
26043,TEACH-04664,2025-08-21,,False,20,False
26044,TEACH-02000,2025-01-31,Congé,True,22,False
26045,TEACH-03690,2025-06-08,Congé,False,2,False
26046,TEACH-00576,2025-02-08,Personnel,True,3,True
26047,TEACH-00655,2026-07-25,Congé,True,16,True
26048,TEACH-01895,2025-12-07,Maladie,True,4,False
26049,TEACH-00887,2025-05-04,Mission,False,21,False
26050,TEACH-03507,2024-09-07,Maladie,True,3,True
26051,TEACH-02330,2024-11-29,Mission,False,18,False
26052,TEACH-01971,2025-02-07,Mission,True,2,False
26053,TEACH-04290,2025-07-08,Mission,False,14,True
26054,TEACH-01923,2024-08-10,Personnel,False,11,True
26055,TEACH-04422,2026-04-21,Personnel,False,7,True
26056,TEACH-03326,2025-01-05,Personnel,True,3,True
26057,TEACH-03599,2026-06-25,Congé,False,5,False
26058,TEACH-04038,2025-06-26,,True,17,False
26059,TEACH-01360,2026-01-13,Maladie,True,20,True
26060,TEACH-00309,2026-07-26,,True,18,False
26061,TEACH-01267,2025-07-15,,False,22,False
26062,TEACH-03980,2026-05-28,Congé,False,22,False
26063,TEACH-00390,2025-11-18,,False,19,False
26064,TEACH-04985,2025-02-12,Personnel,True,11,False
26065,TEACH-02120,2025-04-13,Personnel,False,8,True
26066,TEACH-02177,2025-07-26,,False,18,False
26067,TEACH-03855,2025-06-08,Personnel,False,5,False
26068,TEACH-03104,2026-07-02,Maladie,False,6,True
26069,TEACH-01306,2026-03-18,,False,8,True
26070,TEACH-02878,2025-02-20,,False,20,False
26071,TEACH-02354,2026-07-11,,True,17,False
26072,TEACH-04183,2024-12-17,Mission,True,15,True
26073,TEACH-04603,2025-07-16,Mission,False,11,False
26074,TEACH-04667,2026-05-08,Mission,True,22,False
26075,TEACH-04353,2026-01-21,Maladie,True,20,False
26076,TEACH-04133,2024-11-05,Personnel,True,10,False
26077,TEACH-00263,2025-01-28,Mission,False,10,False
26078,TEACH-00397,2025-10-27,Maladie,False,20,False
26079,TEACH-03347,2025-12-25,,False,4,False
26080,TEACH-01833,2025-01-22,Personnel,False,17,False
26081,TEACH-00001,2025-10-14,Personnel,False,5,True
26082,TEACH-02088,2025-08-02,,True,11,False
26083,TEACH-03501,2026-05-23,,False,8,True
26084,TEACH-00724,2026-03-04,Personnel,False,5,False
26085,TEACH-00820,2026-02-18,,True,11,False
26086,TEACH-00260,2026-02-14,Maladie,False,13,True
26087,TEACH-01997,2026-03-01,Maladie,False,13,True
26088,TEACH-00944,2024-09-17,Mission,False,7,False
26089,TEACH-03391,2026-02-22,Personnel,False,15,True
26090,TEACH-03043,2025-06-17,Personnel,True,18,True
26091,TEACH-03736,2025-02-19,Personnel,False,9,False
26092,TEACH-00937,2025-01-28,,True,15,False
26093,TEACH-03861,2026-03-13,,False,10,True
26094,TEACH-03494,2024-08-14,Mission,False,11,False
26095,TEACH-02621,2024-08-18,Personnel,False,11,False
26096,TEACH-02327,2026-05-21,Maladie,False,21,False
26097,TEACH-02043,2025-02-26,Maladie,True,20,True
26098,TEACH-00384,2024-12-22,Mission,False,12,True
26099,TEACH-03933,2026-02-27,Personnel,True,24,True
26100,TEACH-04327,2026-01-18,Mission,False,16,True
26101,TEACH-02151,2026-01-17,Mission,True,23,False
26102,TEACH-01598,2026-05-09,Personnel,False,18,True
26103,TEACH-02144,2025-03-04,Maladie,True,24,False
26104,TEACH-02868,2025-05-04,Personnel,False,12,True
26105,TEACH-00461,2024-11-06,Mission,False,6,True
26106,TEACH-00175,2025-09-21,Mission,True,21,False
26107,TEACH-01390,2024-08-28,Mission,True,7,True
26108,TEACH-04402,2025-11-11,Mission,False,8,True
26109,TEACH-04581,2025-03-29,Mission,True,16,False
26110,TEACH-01873,2025-05-15,,True,12,True
26111,TEACH-02653,2025-01-02,,False,14,False
26112,TEACH-02463,2026-05-05,Mission,False,24,True
26113,TEACH-04263,2026-05-11,,False,13,True
26114,TEACH-02659,2025-02-23,Personnel,True,22,False
26115,TEACH-02424,2025-05-02,Maladie,False,23,False
26116,TEACH-01772,2026-06-10,Mission,False,21,True
26117,TEACH-02251,2025-04-27,Congé,False,12,True
26118,TEACH-02974,2025-03-23,Mission,False,24,True
26119,TEACH-01079,2026-05-11,Personnel,True,10,False
26120,TEACH-03091,2025-11-28,Mission,True,23,False
26121,TEACH-01391,2024-10-02,,False,10,False
26122,TEACH-04750,2026-02-10,Maladie,True,19,False
26123,TEACH-01484,2025-09-01,Maladie,False,7,False
26124,TEACH-04513,2025-07-20,,True,13,True
26125,TEACH-00666,2024-09-23,Congé,True,22,True
26126,TEACH-00847,2024-12-14,Personnel,False,15,False
26127,TEACH-02821,2025-02-22,Personnel,False,20,False
26128,TEACH-01908,2025-04-06,,False,10,True
26129,TEACH-02919,2026-04-24,Personnel,False,4,True
26130,TEACH-01448,2025-09-05,Personnel,True,11,True
26131,TEACH-03508,2025-07-08,Maladie,True,17,True
26132,TEACH-00243,2026-03-31,,True,14,False
26133,TEACH-04119,2025-02-27,Maladie,False,12,True
26134,TEACH-03493,2024-12-15,Maladie,True,18,True
26135,TEACH-03827,2024-12-14,,True,11,False
26136,TEACH-00365,2026-04-01,Personnel,True,2,False
26137,TEACH-01085,2025-05-12,,True,8,True
26138,TEACH-00258,2025-11-22,Maladie,True,7,True
26139,TEACH-03391,2026-03-24,Personnel,False,23,False
26140,TEACH-04682,2026-01-21,Congé,False,23,True
26141,TEACH-04302,2025-07-11,Maladie,True,7,False
26142,TEACH-02272,2025-10-02,,False,7,False
26143,TEACH-04076,2024-09-19,Personnel,True,5,False
26144,TEACH-03364,2025-04-27,Congé,True,8,True
26145,TEACH-01291,2024-12-22,Personnel,True,9,False
26146,TEACH-04033,2025-07-25,Maladie,True,12,False
26147,TEACH-01932,2024-12-07,Mission,False,4,True
26148,TEACH-04809,2026-04-15,Maladie,False,18,True
26149,TEACH-03141,2025-01-24,Congé,False,22,False
26150,TEACH-00566,2025-03-21,Mission,False,5,False
26151,TEACH-01752,2025-12-05,Maladie,True,16,False
26152,TEACH-02474,2024-09-16,Personnel,True,20,False
26153,TEACH-02643,2026-05-17,Maladie,True,24,True
26154,TEACH-04872,2025-07-07,Personnel,False,12,True
26155,TEACH-03691,2025-11-15,Maladie,False,10,True
26156,TEACH-01907,2026-02-13,Personnel,True,17,True
26157,TEACH-03957,2024-10-27,Maladie,True,3,False
26158,TEACH-03211,2025-07-04,,True,4,False
26159,TEACH-01801,2026-01-27,Mission,True,14,True
26160,TEACH-03994,2024-08-29,Mission,False,20,False
26161,TEACH-01145,2026-05-14,Personnel,True,14,True
26162,TEACH-00835,2025-05-08,Personnel,False,17,False
